eq,rate
S(486) = S(1682),"SimpleRate(k=ArrheniusFunction(A=1098.0, b=2.21, E=14.38, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(486) = S(3070),"SimpleRate(k=ArrheniusFunction(A=2805150000000.0, b=0.315, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H5O(448) = C5H6O(325),"SimpleRate(k=ArrheniusFunction(A=1.52804e+55, b=-12.789, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(18) + C5H8(67) = S(1282),"SimpleRate(k=ArrheniusFunction(A=19.1057, b=3.201, E=7.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(124) = S(1282),"SimpleRate(k=ArrheniusFunction(A=1002800000.0, b=1.733, E=0.76, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(446) + C2H5(112) = S(1066),"SimpleRate(k=ArrheniusFunction(A=18100000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C3H5O(340) = S(1066),"SimpleRate(k=ArrheniusFunction(A=91749900000000.0, b=0.115, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CH3(114) + C2H3O(348) = S(1066),"SimpleRate(k=ArrheniusFunction(A=930420000000000.0, b=-0.615, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CH3(114) + S(576) = HO(21) + S(1066),"SimpleRate(k=ArrheniusFunction(A=41670.0, b=2.299, E=6.83, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1139) = S(1066),"SimpleRate(k=ArrheniusFunction(A=9.10287e+19, b=-2.744, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C3H5O(602) = S(1066),"SimpleRate(k=ArrheniusFunction(A=17663700000000.0, b=0.153, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C3H3O(475) = S(2642),"SimpleRate(k=ArrheniusFunction(A=5605000000000.0, b=0.275, E=40.95, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H5(112) + S(2642) = S(2781),"SimpleRate(k=ArrheniusFunction(A=1.76793e+16, b=-1.003, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2344) = S(1471),"SimpleRate(k=ArrheniusFunction(A=4965190000.0, b=1.058, E=38.905, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2344) = C5H7O(195),"SimpleRate(k=ArrheniusFunction(A=408000.0, b=1.92, E=7.897, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1763) = C5H7O(93),"SimpleRate(k=ArrheniusFunction(A=1753900000.0, b=0.868, E=34.161, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(832) = S(1763),"SimpleRate(k=ArrheniusFunction(A=587605.3, b=2.09, E=40.6, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + S(1763) = S(2602),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2724) = S(1763),"SimpleRate(k=ArrheniusFunction(A=3330000.0, b=1.64, E=24.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1891) = S(1763),"SimpleRate(k=ArrheniusFunction(A=143938100.0, b=1.663, E=47.252, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1889) = S(1763),"SimpleRate(k=ArrheniusFunction(A=18460000000.0, b=0.74, E=34.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(962) = S(944),"SimpleRate(k=ArrheniusFunction(A=38000000000.0, b=0.87, E=34.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(962) = S(1106),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(953) = S(962),"SimpleRate(k=ArrheniusFunction(A=210713100.0, b=0.89, E=63.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + S(1103) = S(962),"SimpleRate(k=ArrheniusFunction(A=1413250.0, b=1.92, E=0.858, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O2(16) = C5H7O2(19),"SimpleRate(k=ArrheniusFunction(A=99000000000.0, b=0.06, E=29.425, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O2(19) = C5H7O2(27),"SimpleRate(k=ArrheniusFunction(A=1468000.0, b=2.24, E=34.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O2(19) = S(466),"SimpleRate(k=ArrheniusFunction(A=272000000.0, b=1.39, E=24.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(446) + CHO(446) = S(1068),"SimpleRate(k=ArrheniusFunction(A=7550000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3O(348) + C3H6(1217) = S(1384),"SimpleRate(k=ArrheniusFunction(A=4241.816, b=2.45, E=9.77, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1140) = S(1384),"SimpleRate(k=ArrheniusFunction(A=64800000.0, b=1.57, E=35.3, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1384) = S(1904),"SimpleRate(k=ArrheniusFunction(A=1.445857, b=3.077, E=15.119, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1384) = C5H9O(886),"SimpleRate(k=ArrheniusFunction(A=6820000000.0, b=0.73, E=30.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(18) + C4H7(1156) = S(1170),"SimpleRate(k=ArrheniusFunction(A=308407000.0, b=0.967, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1167) = S(1170),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1752) = S(1170),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1880) = S(1170),"SimpleRate(k=ArrheniusFunction(A=8.15666e+18, b=-1.493, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3(194) + S(261) = S(1170),"SimpleRate(k=ArrheniusFunction(A=808049000000000.0, b=-0.685, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2682) = S(2710),"SimpleRate(k=ArrheniusFunction(A=7.074e-16, b=8.138, E=14.583, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2899) = S(2710),"SimpleRate(k=ArrheniusFunction(A=2960.0, b=2.11, E=20.1, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(198) = C5H8O(102),"SimpleRate(k=ArrheniusFunction(A=8.15666e+18, b=-1.493, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(198) = C5H7O(191),"SimpleRate(k=ArrheniusFunction(A=4965190000.0, b=1.058, E=38.905, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(198) = C5H7O(195),"SimpleRate(k=ArrheniusFunction(A=11820000000.0, b=0.86, E=35.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(198) = C5H7O(241),"SimpleRate(k=ArrheniusFunction(A=25300000.0, b=1.05, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(501) = C5H8O(499),"SimpleRate(k=ArrheniusFunction(A=2805150000000.0, b=0.315, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CH2O(748) + C4H5(445) = C5H7O(501),"SimpleRate(k=ArrheniusFunction(A=169841.1, b=2.023, E=10.737, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C5H7O(501) = S(500),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(501) = S(3967),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=13.36, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CH2O(748) + C4H5(445) = S(3223),"SimpleRate(k=ArrheniusFunction(A=1071.936, b=3.077, E=7.325, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(3223) = S(3967),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=19.594, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(3976) = S(3223),"SimpleRate(k=ArrheniusFunction(A=111300.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(3577) = S(2367),"SimpleRate(k=ArrheniusFunction(A=71554180.0, b=1.0, E=64.05, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(3223) = S(3577),"SimpleRate(k=ArrheniusFunction(A=200815.0, b=1.582, E=9.829, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + S(3577) = S(3993),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(3577) = S(3988),"SimpleRate(k=ArrheniusFunction(A=53821900000000.0, b=-0.337, E=33.08, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(819) = S(1417),"SimpleRate(k=ArrheniusFunction(A=6139.0, b=2.034, E=14.738, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3O(348) + S(1288) = S(1438),"SimpleRate(k=ArrheniusFunction(A=1745.997, b=2.51, E=11.974, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1438) = S(1417),"SimpleRate(k=ArrheniusFunction(A=94700000.0, b=0.85, E=3.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1181) = S(3500),"SimpleRate(k=ArrheniusFunction(A=0.234039, b=3.387, E=6.634, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(3500) = S(1417),"SimpleRate(k=ArrheniusFunction(A=304.0, b=2.77, E=14.91, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1380) = HO2(18) + C3H6(1217),"SimpleRate(k=ArrheniusFunction(A=95800000.0, b=1.46, E=29.4, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1380) = O2(4) + C3H7(116),"SimpleRate(k=ArrheniusFunction(A=1.52e+23, b=-2.71, E=36.4, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1380) = HO(21) + S(1066),"SimpleRate(k=ArrheniusFunction(A=2440000000.0, b=1.17, E=39.66, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1380) = S(4016),"SimpleRate(k=ArrheniusFunction(A=5070000.0, b=1.55, E=21.02, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(4016) = HO(21) + S(1066),"SimpleRate(k=ArrheniusFunction(A=41798.32, b=2.346, E=31.644, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1282) = S(3877),"SimpleRate(k=ArrheniusFunction(A=15940.8, b=2.28, E=1.348, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3(194) + S(477) = S(2578),"SimpleRate(k=ArrheniusFunction(A=373000.0, b=2.53, E=5.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2578) = S(3029),"SimpleRate(k=ArrheniusFunction(A=0.234039, b=3.387, E=15.034, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C5H6O(578) = S(2578),"SimpleRate(k=ArrheniusFunction(A=41610.0, b=2.487, E=-1.81, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3O(571) + C3H4(254) = C5H7O(655),"SimpleRate(k=ArrheniusFunction(A=8594.972, b=2.454, E=3.97, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(655) = C5H7O(832),"SimpleRate(k=ArrheniusFunction(A=111300.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(650) = C5H7O(655),"SimpleRate(k=ArrheniusFunction(A=183489000.0, b=1.597, E=3.241, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(649) = C5H7O(655),"SimpleRate(k=ArrheniusFunction(A=125500000000.0, b=1.005, E=3.143, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(655) = S(1891),"SimpleRate(k=ArrheniusFunction(A=18249380000.0, b=0.9, E=32.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(3686) = S(3677),"SimpleRate(k=ArrheniusFunction(A=22638000000.0, b=0.732, E=6.008, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(3686) = S(2472),"SimpleRate(k=ArrheniusFunction(A=481900.0, b=2.375, E=40.143, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(3686) = S(3685),"SimpleRate(k=ArrheniusFunction(A=191.5, b=3.05, E=53.137, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H4(37) + C3H5(70) = C5H9(1220),"SimpleRate(k=ArrheniusFunction(A=2700.0, b=2.7, E=11.3, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H9(1220) = C5H9(158),"SimpleRate(k=ArrheniusFunction(A=16500000.0, b=1.02, E=14.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H8(68) = C5H9(1220),"SimpleRate(k=ArrheniusFunction(A=602000000.0, b=1.6, E=2.4, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2915) = S(1151),"SimpleRate(k=ArrheniusFunction(A=111300.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(836) = S(1213),"SimpleRate(k=ArrheniusFunction(A=46663.9, b=1.985, E=19.4, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1533) = S(1213),"SimpleRate(k=ArrheniusFunction(A=1196630000.0, b=0.841, E=33.043, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2203) = S(1213),"SimpleRate(k=ArrheniusFunction(A=6619560000.0, b=0.741, E=24.193, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2347) = S(1471),"SimpleRate(k=ArrheniusFunction(A=136000.0, b=1.92, E=7.897, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(195) = S(2347),"SimpleRate(k=ArrheniusFunction(A=163000000.0, b=1.73, E=49.649, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2347) = S(2344),"SimpleRate(k=ArrheniusFunction(A=1137644000000.0, b=1.1, E=96.423, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C5H9O(166) = S(1153),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(247) = S(1153),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(160) = S(1153),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(18) + C5H9(158) = S(1153),"SimpleRate(k=ArrheniusFunction(A=3563810000000.0, b=-0.054, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(161) = S(1153),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(18) + C3H4(254) = S(283),"SimpleRate(k=ArrheniusFunction(A=420370000.0, b=1.037, E=7.48, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(283) = S(282),"SimpleRate(k=ArrheniusFunction(A=0.02979127, b=3.795, E=22.65, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(283) = S(1947),"SimpleRate(k=ArrheniusFunction(A=32519600000000.0, b=0.255, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C3H3O(471) = S(1493),"SimpleRate(k=ArrheniusFunction(A=24399600000000.0, b=0.071, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + S(1493) = S(1852),"SimpleRate(k=ArrheniusFunction(A=931235700.0, b=1.015, E=-1.75, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1493) = S(2285),"SimpleRate(k=ArrheniusFunction(A=276260900.0, b=1.496, E=2.921, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3(194) + S(1493) = S(3967),"SimpleRate(k=ArrheniusFunction(A=9775.877, b=2.41, E=1.982, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(283) = HO(21) + S(1493),"SimpleRate(k=ArrheniusFunction(A=7960000000000.0, b=0.0, E=10.909, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1264) = S(1296),"SimpleRate(k=ArrheniusFunction(A=105000000.0, b=1.192, E=33.23, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1463) = S(1468),"SimpleRate(k=ArrheniusFunction(A=67600000000.0, b=0.19, E=34.576, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1753) = S(1468),"SimpleRate(k=ArrheniusFunction(A=918363000000.0, b=0.209, E=40.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1468) = S(2855),"SimpleRate(k=ArrheniusFunction(A=1254402.0, b=1.863, E=37.699, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C4H6(3654) = C4H7(1161),"SimpleRate(k=ArrheniusFunction(A=17784000000.0, b=1.073, E=2.175, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(3655) = HO2(18) + C4H6(3654),"SimpleRate(k=ArrheniusFunction(A=6600000000.0, b=1.01, E=29.6, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(446) + C4H6(3654) = S(1468),"SimpleRate(k=ArrheniusFunction(A=9162.577, b=2.399, E=3.91, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(3410) = S(3400),"SimpleRate(k=ArrheniusFunction(A=21820000000.0, b=0.859, E=1.618, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7(11) = C5H7(60),"SimpleRate(k=ArrheniusFunction(A=326000000.0, b=1.73, E=49.649, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7(62) = C5H7(60),"SimpleRate(k=ArrheniusFunction(A=2480000.0, b=1.85, E=26.83, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7(60) = C5H8(67),"SimpleRate(k=ArrheniusFunction(A=1.52804e+55, b=-12.789, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3(194) + C#CC(253) = C5H7(60),"SimpleRate(k=ArrheniusFunction(A=122000.0, b=2.41, E=3.37, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(455) = S(1739),"SimpleRate(k=ArrheniusFunction(A=16259800000000.0, b=0.255, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(446) + C4H7(1164) = S(1739),"SimpleRate(k=ArrheniusFunction(A=62865400000000.0, b=-0.212, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1471) = S(1739),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3O(348) + C3H5(284) = S(1739),"SimpleRate(k=ArrheniusFunction(A=595927000000000.0, b=-0.639, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(576) + C3H5(284) = HO(21) + S(1739),"SimpleRate(k=ArrheniusFunction(A=19775.14, b=2.41, E=0.233, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1736) = S(1739),"SimpleRate(k=ArrheniusFunction(A=9.10287e+19, b=-2.744, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1739) = S(1384),"SimpleRate(k=ArrheniusFunction(A=8892000000.0, b=1.073, E=2.175, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(18) + C3H5(70) = S(1219),"SimpleRate(k=ArrheniusFunction(A=7264440.0, b=1.598, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(281) = S(1219),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C3H5O(601) = S(1219),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1219) = S(4016),"SimpleRate(k=ArrheniusFunction(A=173000000.0, b=1.583, E=1.81, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2002) = S(3313),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=12.44, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3(194) + C2H4O(573) = S(2575),"SimpleRate(k=ArrheniusFunction(A=4000000000.0, b=1.39, E=8.577, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2575) = S(3313),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=16.356, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(199) = C5H8O(102),"SimpleRate(k=ArrheniusFunction(A=8.15666e+18, b=-1.493, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
