eq,rate
C5H7O3(90) = HO(82) + S(1919),"SimpleRate(k=ArrheniusFunction(A=204000000000.0, b=0.0, E=18.13, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(379) = S(393),"SimpleRate(k=ArrheniusFunction(A=657459.0, b=1.872, E=24.518, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(438) = S(393),"SimpleRate(k=ArrheniusFunction(A=16979.69, b=1.956, E=18.418, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(393) = S(154),"SimpleRate(k=ArrheniusFunction(A=4.66335e+28, b=-4.564, E=38.381, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(77) + C5H6O(375) = S(393),"SimpleRate(k=ArrheniusFunction(A=336.2431, b=2.89, E=9.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(393) = HO(82) + S(392),"SimpleRate(k=ArrheniusFunction(A=20000000000.0, b=0.0, E=100.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(529) = C5H7O(42),"SimpleRate(k=ArrheniusFunction(A=0.234039, b=3.387, E=4.921, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(529) = C5H7O(414),"SimpleRate(k=ArrheniusFunction(A=153000.0, b=2.26, E=21.27, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(383) = C5H7O(529),"SimpleRate(k=ArrheniusFunction(A=9600000000.0, b=0.935, E=4.17, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(529) = C5H7O(605),"SimpleRate(k=ArrheniusFunction(A=7652.45, b=1.812, E=4.595, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(198) = S(1292),"SimpleRate(k=ArrheniusFunction(A=1.445857, b=3.077, E=15.119, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(174) = S(1292),"SimpleRate(k=ArrheniusFunction(A=1254402.0, b=1.863, E=37.699, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1817) = C5H7O(176),"SimpleRate(k=ArrheniusFunction(A=150300000000.0, b=0.221, E=5.851, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(422) = S(2109),"SimpleRate(k=ArrheniusFunction(A=3.41068e+22, b=-2.688, E=18.118, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(374) = C5H8O(409),"SimpleRate(k=ArrheniusFunction(A=2805150000000.0, b=0.315, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(401) = C5H8O(409),"SimpleRate(k=ArrheniusFunction(A=24399600000000.0, b=0.071, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(70) = S(228),"SimpleRate(k=ArrheniusFunction(A=2062330000000.0, b=-0.168, E=26.17, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(388) = S(228),"SimpleRate(k=ArrheniusFunction(A=18000000000.0, b=0.51, E=39.415, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(938) = S(128),"SimpleRate(k=ArrheniusFunction(A=0.03784917, b=3.26, E=6.425, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(938) = S(937),"SimpleRate(k=ArrheniusFunction(A=72500000000.0, b=0.6, E=36.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(630) = S(938),"SimpleRate(k=ArrheniusFunction(A=65100000000.0, b=0.25, E=13.796, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(938) = HO(82) + S(934),"SimpleRate(k=ArrheniusFunction(A=367000.0, b=2.24, E=34.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(395) = S(379),"SimpleRate(k=ArrheniusFunction(A=7546000000.0, b=0.732, E=6.008, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(395) = S(393),"SimpleRate(k=ArrheniusFunction(A=14771500000.0, b=0.8, E=35.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(603) = C5H7O(123),"SimpleRate(k=ArrheniusFunction(A=744000000.0, b=1.477, E=1.61, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(606) = HO2(77) + C5H6O(603),"SimpleRate(k=ArrheniusFunction(A=3300000000.0, b=1.01, E=29.6, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(603) = C5H7O(419),"SimpleRate(k=ArrheniusFunction(A=43640000000.0, b=0.859, E=1.618, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(456) = C5H7O(50),"SimpleRate(k=ArrheniusFunction(A=22638000000.0, b=0.732, E=6.008, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(456) = C5H8O(460),"SimpleRate(k=ArrheniusFunction(A=8.15666e+18, b=-1.493, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1264) = S(2145),"SimpleRate(k=ArrheniusFunction(A=91749900000000.0, b=0.115, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + S(1264) = S(2144),"SimpleRate(k=ArrheniusFunction(A=2962760000000.0, b=-0.119, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1264) = S(2140),"SimpleRate(k=ArrheniusFunction(A=852000000.0, b=0.89, E=13.238, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(404) = S(2245),"SimpleRate(k=ArrheniusFunction(A=7127620000000.0, b=-0.054, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(405) = S(2257),"SimpleRate(k=ArrheniusFunction(A=14081700000000.0, b=-0.087, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(173) = HO(82) + S(569),"SimpleRate(k=ArrheniusFunction(A=2.301204e-19, b=9.037, E=15.53, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(636) = HO(82) + S(569),"SimpleRate(k=ArrheniusFunction(A=1195993000.0, b=0.63, E=12.16, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(577) = HO(82) + S(569),"SimpleRate(k=ArrheniusFunction(A=38000000000.0, b=0.87, E=34.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(574) = HO(82) + S(569),"SimpleRate(k=ArrheniusFunction(A=12912600000.0, b=0.61, E=26.861, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O3(55) = S(157),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(77) + C5H7O(11) = S(157),"SimpleRate(k=ArrheniusFunction(A=308407000.0, b=0.967, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(154) = S(157),"SimpleRate(k=ArrheniusFunction(A=24399600000000.0, b=0.071, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(153) = S(157),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(25) = C5H8O(115),"SimpleRate(k=ArrheniusFunction(A=2612150000000.0, b=0.326, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(30) = C5H8O(115),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(360) = S(684),"SimpleRate(k=ArrheniusFunction(A=2962760000000.0, b=-0.119, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(684) = HO2(77) + C5H6O(680),"SimpleRate(k=ArrheniusFunction(A=95817400000.0, b=0.573, E=33.31, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(455) = C5H7O(50),"SimpleRate(k=ArrheniusFunction(A=408000.0, b=1.92, E=7.897, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(455) = C5H8O(460),"SimpleRate(k=ArrheniusFunction(A=8.15666e+18, b=-1.493, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(456) = C5H7O(455),"SimpleRate(k=ArrheniusFunction(A=1080000.0, b=1.99, E=25.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(548) = C5H7O(54),"SimpleRate(k=ArrheniusFunction(A=45023.2, b=1.743, E=8.539, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(548) = C5H7O(75),"SimpleRate(k=ArrheniusFunction(A=27240000000.0, b=0.478, E=21.577, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C3H3(954) = C3H4(384),"SimpleRate(k=ArrheniusFunction(A=20480000000000.0, b=0.206, E=-0.173, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3O(385) + C3H3(954) = C5H6O(383),"SimpleRate(k=ArrheniusFunction(A=246571000000000.0, b=-0.462, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C2H3O(385) = C2H4O(945),"SimpleRate(k=ArrheniusFunction(A=78286700000000.0, b=0.063, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H4O(945) + C3H3(954) = C5H7O(548),"SimpleRate(k=ArrheniusFunction(A=54.3214, b=3.009, E=6.589, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(85) = C5H7O3(18),"SimpleRate(k=ArrheniusFunction(A=2960.0, b=2.11, E=20.1, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(85) = C5H7O3(87),"SimpleRate(k=ArrheniusFunction(A=72500000000.0, b=0.6, E=36.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(77) + C5H6O(13) = C5H7O3(85),"SimpleRate(k=ArrheniusFunction(A=92.4, b=3.09, E=7.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(85) = C5H7O3(84),"SimpleRate(k=ArrheniusFunction(A=7669944000.0, b=0.769, E=40.287, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O3(85) = S(101),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(86) = C5H7O3(85),"SimpleRate(k=ArrheniusFunction(A=734000.0, b=2.24, E=34.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2636) = C5H7O3(85),"SimpleRate(k=ArrheniusFunction(A=2495470000000.0, b=0.168, E=5.107, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(613) = S(172),"SimpleRate(k=ArrheniusFunction(A=1372270.0, b=1.567, E=14.049, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(613) = C5H7O3(90),"SimpleRate(k=ArrheniusFunction(A=25499800000000.0, b=-0.125, E=30.17, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(613) = C5H7O3(85),"SimpleRate(k=ArrheniusFunction(A=25499800000000.0, b=-0.125, E=30.38, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(28) = C5H7O(377),"SimpleRate(k=ArrheniusFunction(A=1710352000000.0, b=1.11, E=100.241, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(377) = C5H7O(68),"SimpleRate(k=ArrheniusFunction(A=176000000000.0, b=0.19, E=47.497, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(377) = C5H7O(138),"SimpleRate(k=ArrheniusFunction(A=14771500000.0, b=0.8, E=35.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(377) = C5H7O(378),"SimpleRate(k=ArrheniusFunction(A=4965190000.0, b=1.058, E=38.905, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(377) = C5H8O(380),"SimpleRate(k=ArrheniusFunction(A=1.52804e+55, b=-12.789, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(348) = C5H7O(377),"SimpleRate(k=ArrheniusFunction(A=175000000000.0, b=0.633, E=46.955, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(212) = C5H7O(51),"SimpleRate(k=ArrheniusFunction(A=96000000000.0, b=0.2, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(212) = C5H7O(36),"SimpleRate(k=ArrheniusFunction(A=408000.0, b=1.92, E=7.897, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(212) = C5H8O(484),"SimpleRate(k=ArrheniusFunction(A=8.15666e+18, b=-1.493, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(50) = C5H7O(447),"SimpleRate(k=ArrheniusFunction(A=5605000000000.0, b=0.275, E=44.418, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(481) = C5H7O(447),"SimpleRate(k=ArrheniusFunction(A=960400000.0, b=1.453, E=42.614, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(469) = S(427),"SimpleRate(k=ArrheniusFunction(A=0.005045394, b=3.83, E=20.05, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(469) = S(342),"SimpleRate(k=ArrheniusFunction(A=94700000.0, b=0.85, E=2.157, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(77) + C5H6O(361) = S(469),"SimpleRate(k=ArrheniusFunction(A=698.5928, b=2.575, E=12.44, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(470) = S(469),"SimpleRate(k=ArrheniusFunction(A=128600000.0, b=1.323, E=24.182, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
